input_id	dealiased_id	standard_id	short_id
https://med.nyu.edu/research/scientific-cores-shared-resources/applied-bioinformatics-laboratories	https://med.nyu.edu/research/scientific-cores-shared-resources/applied-bioinformatics-laboratories	url:https://med.nyu.edu/research/scientific-cores-shared-resources/applied-bioinformatics-laboratories	TsiEiZnL
https://bioinformatics.sph.harvard.edu	https://bioinformatics.sph.harvard.edu	url:https://bioinformatics.sph.harvard.edu	D852Vm42
https://extension.ucsd.edu/courses-and-programs/applied-bioinformatics	https://extension.ucsd.edu/courses-and-programs/applied-bioinformatics	url:https://extension.ucsd.edu/courses-and-programs/applied-bioinformatics	93ReI6d0
https://brcf.medicine.umich.edu/cores/bioinformatics-core	https://brcf.medicine.umich.edu/cores/bioinformatics-core	url:https://brcf.medicine.umich.edu/cores/bioinformatics-core	Rt4XRLux
https://advaitabio.com	https://advaitabio.com	url:https://advaitabio.com	kdi9XtnD
https://www.utsouthwestern.edu/labs/bioinformatics	https://www.utsouthwestern.edu/labs/bioinformatics	url:https://www.utsouthwestern.edu/labs/bioinformatics	UR1KvRMX
https://www.med.uvm.edu/vigr/bioinformatics	https://www.med.uvm.edu/vigr/bioinformatics	url:https://www.med.uvm.edu/vigr/bioinformatics	sd3RMUz8
https://cehs.mit.edu/core-facilities/genomics-and-informatics-facilities-core	https://cehs.mit.edu/core-facilities/genomics-and-informatics-facilities-core	url:https://cehs.mit.edu/core-facilities/genomics-and-informatics-facilities-core	IDU5kk9O
